<0.0000e+00 0.0000e+00>
<718869.5934613618 7236309.657089776>
<722285.0479521751 7240046.801340336>
<725709.4050144568 7243807.853786047>
<729142.4600714383 7247592.863542726>
<732584.0088349803 7251401.877364406>
<736033.8473417778 7255234.939663266>
<739491.7719889241 7259092.092530221>
<742957.5795688223 7262973.375756154>
<746431.0673034298 7266878.826853763>
<749912.0328778278 7270808.481080004>
<753400.2744731017 7274762.371459113>
<756895.5907985258 7278740.528806186>
<760397.78112304 7282742.981751291>
<763906.6453060117 7286769.756764097>
<767421.9838272748 7290820.878178999>
<770943.5978164377 7294896.368220712>
<774471.2890814546 7298996.2470303215>
<778004.860136453 7303120.532691758>
<781544.1142288132 7307269.241258689>
<785088.8553654951 7311442.386781797>
<788638.8883386065 7315639.981336421>
<792194.0187502123 7319862.035050557>
<795754.053036379 7324108.556133168>
<799318.7984904548 7328379.550902816>
<802888.0632855806 7332675.023816569>
<806461.6564964349 7336994.977499178>
<810039.3881202085 7341339.412772494>
<813621.0690968108 7345708.328685117>
<817206.5113283081 7350101.72254224>
<820795.5276975961 7354519.589935689>
<824387.9320863051 7358961.924774122>
<827983.5393919444 7363428.7193133775>
<831582.1655442854 7367919.96418695>
<835183.6275209878 7372435.648436576>
<838787.743362472 7376975.759542914>
<842394.3321860433 7381540.283456292>
<846003.2141992693 7386129.204627517>
<849614.2107126194 7390742.506038717>
<853227.1441513677 7395380.169234212>
<856841.8380667686 7400042.174351379>
<860458.117146508 7404728.500151522>
<864075.8072244385 7409439.124050697>
<867694.7352896057 7414174.022150503>
<871314.7294945695 7418933.169268815>
<874935.619163032 7423716.5389704425>
<878557.2347967767 7428524.1035977015>
<882179.4080819273 7433355.83430088>
<885801.9718945356 7438211.701068596>
<889424.7603055047 7443091.672758018>
<893047.6085848585 7447995.717124951>
<896670.3532053644 7452923.800853766>
<900292.8318455187 7457875.8895871565>
<903914.8833919041 7462851.947955729>
<907536.3479409288 7467851.939607392>
<911157.0667999557 7472875.827236548>
<914776.8824878321 7477923.572613076>
<918395.6387348295 7482995.136611089>
<922013.1804820028 7488090.47923746>
<925629.3538799789 7493209.559660105>
<929244.0062871852 7498352.3362360215>
<932856.9862675274 7503518.766539056>
<936468.1435875264 7508708.8073874125>
<940077.3292129252 7513922.414870882>
<943684.3953047756 7519159.544377784>
<947289.1952150139 7524420.150621622>
<950891.5834815376 7529704.187667432>
<954491.4158227908 7535011.6089578355>
<958088.5491318709 7540342.367338769>
<961682.8414701642 7545696.415084904>
<965274.1520605234 7551073.703924734>
<968862.3412799931 7556474.185065339>
<972447.2706520967 7561897.809216809>
<976028.8028386936 7567344.526616328>
<979606.8016314147 7572814.287051913>
<983181.1319426885 7578307.039885802>
<986751.659796366 7583822.734077489>
<990318.252317954 7589361.318206399>
<993880.7777244669 7594922.740494201>
<997439.1053139056 7600506.948826756>
<1000993.1054543739 7606113.890775696>
<1004542.6495728395 7611743.513619626>
<1008087.6101435514 7617395.764364956>
<1011627.8606761204 7623070.589766355>
<1015163.2757032722 7628767.936346819>
<1018693.7307682828 7634487.750417359>
<1022219.1024121026 7640229.978096307>
<1025739.2681601805 7645994.5653282255>
<1029254.1065089934 7651781.457902435>
<1032763.4969122916 7657590.60147115>
<1036267.3197670672 7663421.941567217>
<1039765.4563992531 7669275.423621461>
<1043257.7890491614 7675150.9929796355>
<1046744.2008566681 7681048.5949189775>
<1050224.5758461524 7686968.174664358>
<1053698.7989111973 7692909.677404039>
<1057166.7557990593 7698873.048305025>
<1060628.3330949137 7704858.232528018>
<1064083.4182058852 7710865.175241959>
<1067531.899344866 7716893.821638182>
<1070973.6655141332 7722944.116944145>
<1074408.6064887696 7729016.0064367745>
<1077836.612799895 7735109.435455386>
<1081257.5757177141 7741224.349414212>
<1084671.387234389 7747360.693814515>
<1088077.940046741 7753518.414256295>
<1091477.1275387886 7759697.456449586>
<1094868.8437641286 7765897.766225346>
<1098252.9834281649 7772119.289545938>
<1101629.4418701918 7778361.972515195>
<1104998.115045339 7784625.7613880765>
<1108358.8995063808 7790910.60257992>
<1111711.6923854188 7797216.442675267>
<1115056.3913754427 7803543.2284362875>
<1118392.894711774 7809890.906810783>
<1121721.101153399 7816259.42493978>
<1125040.9099641966 7822648.730164705>
<1128352.2208940664 7829058.770034148>
<1131654.9341599634 7835489.492310203>
<1134948.9504268433 7841940.844974394>
<1138234.1707885254 7848412.776233186>
<1141510.4967484768 7854905.234523071>
<1144777.8302005264 7861418.168515237>
<1148036.0734095103 7867951.527119815>
<1151285.1289918576 7874505.259489707>
<1154524.8998961193 7881079.315023982>
<1157755.2893834484 7887673.64337086>
<1160976.2010080346 7894288.194430262>
<1164187.5385975002 7900922.918355934>
<1167389.2062332628 7907577.765557151>
<1170581.1082308704 7914252.68669998>
<1173763.1491203143 7920947.632708123>
<1176935.2336263256 7927662.554763326>
<1180097.2666486623 7934397.404305355>
<1183249.153242391 7941152.133031531>
<1186390.798598171 7947926.692895847>
<1189522.1080225448 7954721.0361076305>
<1192642.9869182438 7961535.115129774>
<1195753.3407645135 7968368.882676535>
<1198853.075097464 7975222.291710881>
<1201942.0954904552 7982095.295441397>
<1205020.3075345203 7988987.847318758>
<1208087.6168188353 7995899.901031747>
<1211143.9289112415 8002831.410502826>
<1214189.1493388282 8009782.329883263>
<1217223.1835685817 8016752.613547817>
<1220245.9369881083 8023742.2160889525>
<1223257.3148864387 8030751.092310626>
<1226257.2224349214 8037779.197221601>
<1229245.5646682123 8044826.486028322>
<1232222.2464653682 8051892.914127323>
<1235187.1725310525 8058978.437097185>
<1238140.2473768608 8066083.010690039>
<1241081.375302775 8073206.590822604>
<1244010.4603787542 8080349.133566769>
<1246927.4064264698 8087510.59513972>
<1249832.1170011957 8094690.931893596>
<1252724.4953738598 8101890.100304699>
<1255604.4445132688 8109108.056962223>
<1258471.8670685126 8116344.758556542>
<1261326.6653515592 8123600.1618670225>
<1264168.7413200496 8130874.2237493815>
<1266997.996560302 8138166.901122578>
<1269814.3322705352 8145478.150955248>
<1272617.6492443206 8152807.930251674>
<1275407.8478542748 8160156.196037301>
<1278184.8280360007 8167522.905343788>
<1280948.4892722897 8174908.015193604>
<1283698.7305775934 8182311.482584169>
<1286435.4504827785 8189733.264471537>
<1289158.5470201718 8197173.317753628>
<1291867.9177089112 8204631.599253005>
<1294563.45954061 8212108.065699215>
<1297245.068965346 8219602.673710663>
<1299912.6418779911 8227115.379776062>
<1302566.0736048864 8234646.140235433>
<1305205.25889088 8242194.91126067>
<1307830.0918867365 8249761.648835671>
<1310440.4661369303 8257346.308736045>
<1313036.2745678357 8264948.846508386>
<1315617.4094763251 8272569.217449135>
<1318183.7625187861 8280207.376583026>
<1320735.224700573 8287863.278641114>
<1323271.6863659006 8295536.878038412>
<1325793.037188197 8303228.128851121>
<1328299.1661609241 8310936.984793474>
<1330789.961588879 8318663.399194192>
<1333265.3110799904 8326407.324972567>
<1335725.1015376188 8334168.7146141725>
<1338169.2191533768 8341947.520146214>
<1340597.5494004781 8349743.693112528>
<1343009.9770276302 8357557.184548233>
<1345406.3860534797 8365387.944954051>
<1347786.6597616263 8373235.924270301>
<1350150.6806962127 8381101.071850579>
<1352498.3306581068 8388983.336435132>
<1354829.4907016847 8396882.666123942>
<1357144.041132227 8404799.008349521>
<1359441.86150394 8412732.30984945>
<1361722.8306186127 8420682.516638648>
<1363986.8265249208 8428649.573981393>
<1366233.726518388 8436633.426363131>
<1368463.4071420159 8444634.017462045>
<1370675.744187593 8452651.290120432>
<1372870.612697691 8460685.186315889>
<1375047.88696836 8468735.647132318>
<1377207.4405525322 8476802.612730786>
<1379349.1462641414 8484886.022320222>
<1381472.87618297 8492985.814128006>
<1383578.5016602278 8501101.92537043>
<1385665.8933248764 8509234.292223081>
<1387734.9210907004 8517382.849791132>
<1389785.4541641383 8525547.532079589>
<1391817.361052877 8533728.271963486>
<1393830.5095752168 8541925.00115807>
<1395824.766870213 8550137.650188962>
<1397799.9994086002 8558366.148362359>
<1399756.0730045033 8566610.423735257>
<1401692.852827941 8574870.403085731>
<1403610.203418124 8583146.011883292>
<1405507.9886975521 8591437.174259342>
<1407386.0719869146 8599743.81297774>
<1409244.3160207942 8608065.84940551>
<1411082.5829641765 8616403.20348371>
<1412900.7344297671 8624755.793698473>
<1414698.6314961163 8633123.53705226>
<1416476.1347265507 8641506.349035332>
<1418233.1041889125 8649904.14359746>
<1419969.399476103 8658316.833119914>
<1421684.8797274302 8666744.328387747>
<1423379.4036507555 8675186.538562367>
<1425052.82954544 8683643.371154469>
<1426705.0153260804 8692114.731997311>
<1428335.8185470363 8700600.525220377>
<1429945.0964277375 8709100.653223429>
<1431532.7058787695 8717615.016651>
<1433098.5035287275 8726143.514367327>
<1434642.3457518327 8734686.043431744>
<1436164.0886963028 8743242.499074588>
<1437663.5883134657 8751812.774673596>
<1439140.700387609 8760396.761730852>
<1440595.280566553 8768994.349850288>
<1442027.1843929372 8777605.42671576>
<1443436.2673362093 8786229.87806973>
<1444822.3848252995 8794867.58769257>
<1446185.3922819728 8803518.437382499>
<1447525.145154842 8812182.306936197>
<1448841.4989540263 8820859.074130094>
<1450134.3092864426 8829548.614702355>
<1451403.43189171 8838250.802335607>
<1452648.7226786546 8846965.50864039>
<1453870.0377623942 8855692.603139373>
<1455067.2335019868 8864431.953252349>
<1456240.1665386234 8873183.424282037>
<1457388.6938343453 8881946.879400669>
<1458512.672711269 8890722.17963744>
<1459611.9608912938 8899509.183866778>
<1460686.4165362758 8908307.748797491>
<1461735.8982886432 8917117.728962783>
<1462760.2653124337 8925938.976711158>
<1463759.3773347288 8934771.34219824>
<1464733.094687466 8943614.673379494>
<1465681.2783496003 8952468.81600389>
<1466603.7899895962 8961333.613608504>
<1467500.4920082234 8970208.907514062>
<1468371.2475816314 8979094.536821457>
<1469215.9207046796 8987990.338409238>
<1470034.3762344965 8996896.14693207>
<1470826.4799342428 9005811.794820186>
<1471592.0985170535 9014737.112279842>
<1472331.0996901304 9023671.92729476>
<1473043.3521989621 9032616.065628584>
<1473728.7258716426 9041569.350828359>
<1474387.0916632628 9050531.604229>
<1475018.3217003488 9059502.644958803>
<1475622.289325318 9068482.289945975>
<1476198.8691409298 9077470.353926167>
<1476747.9370546995 9086466.649451055>
<1477269.3703232524 9095470.986897929>
<1477763.047596589 9104483.174480306>
<1478228.848962235 9113503.018259568>
<1478666.65598925 9122530.322157614>
<1479076.3517720657 9131564.887970526>
<1479457.8209741325 9140606.515383245>
<1479810.9498713405 9149655.001985257>
<1480135.6263951964 9158710.143287264>
<1480431.740175724 9167771.732738864>
<1480699.1825840683 9176839.561747205>
<1480937.846774772 9185913.419696618>
<1481147.6277277055 9194993.093969222>
<1481328.422289619 9204078.369966477>
<1481480.1292152985 9213169.031131696>
<1481602.6492082975 9222264.858973484>
<1481695.8849612223 9231365.633090109>
<1481759.741195548 9240471.131194778>
<1481794.1247009416 9249581.129141817>
<1481798.94437407 9258695.400953734>
<1481774.1112568725 9267813.718849156>
<1481719.5385742744 9276935.853271613>
<1481635.1417713223 9286061.572919175>
<1481520.8385497215 9295190.6447749>
<1481376.5489037528 9304322.834138101>
<1481202.1951555545 9313457.904656388>
<1480997.701989746 9322595.618358504>
<1480762.9964873793 9331735.735687895>
<1480498.0081591983 9340878.015537025>
<1480202.668978191 9350022.21528241>
<1479876.9134114173 9359168.09082034>
<1479520.6784510987 9368315.39660329>
<1479133.9036449539 9377463.885676978>
<1478716.5311257658 9386613.309718072>
<1478268.5056401691 9395763.419072498>
<1477789.774576643 9404913.962794356>
<1477280.2879926984 9414064.688685408>
<1476739.9986412479 9423215.343335114>
<1476168.8619961494 9432365.672161203>
<1475566.8362769105 9441515.419450749>
<1474933.882472547 9450664.328401743>
<1474269.9643645857 9459812.14116512>
<1473575.0485492046 9468958.598887244>
<1472849.1044585018 9478103.441752793>
<1472092.1043808877 9487246.40902806>
<1471304.0234805946 9496387.239104627>
<1470484.8398162983 9505525.66954339>
<1469634.5343588465 9514661.437118914>
<1468753.091008091 9523794.277864112>
<1467840.4966088212 9532923.92711519>
<1466896.7409657934 9542050.11955688>
<1465921.8168578574 9551172.589267895>
<1464915.7200511764 9560291.069766628>
<1463878.4493115407 9569405.294057038>
<1462810.006415775 9578514.994674718>
<1461710.3961622394 9587619.90373312>
<1460579.6263804238 9596719.752969917>
<1459417.7079396404 9605814.273793485>
<1458224.6547568135 9614903.197329473>
<1457000.4838033698 9623986.254467456>
<1455745.2151112326 9633063.17590763>
<1454458.8717779242 9642133.69220756>
<1453141.4799707788 9651197.533828923>
<1451793.068930272 9660254.431184266>
<1450413.6709724716 9669304.114683721>
<1449003.3214906133 9678346.3147817>
<1447562.0589558105 9687380.762023512>
<1446089.9249169012 9696407.187091913>
<1444586.9639994402 9705425.32085355>
<1443053.2239038437 9714434.894405307>
<1441488.7554026924 9723435.639120506>
<1439893.612337202 9732427.286694968>
<1438267.8516128699 9741409.569192916>
<1436611.5331943016 9750382.219092693>
<1434924.720099233 9759344.969332285>
<1433207.4783917507 9768297.553354643>
<1431459.8771747225 9777239.705152774>
<1429681.9885814472 9786171.159314597>
<1427873.8877665328 9795091.65106755>
<1426035.652896013 9804000.916322922>
<1424167.3651367123 9812898.691719925>
<1422269.1086448678 9821784.714669455>
<1420340.9705540224 9830658.723397559>
<1418383.0409621946 9839520.456988588>
<1416395.412918339 9848369.655428024>
<1414378.1824081065 9857206.059644962>
<1412331.4483389165 9866029.411554247>
<1410255.3125243497 9874839.454098258>
<1408149.8796678744 9883635.931288308>
<1406015.2573459172 9892418.588245679>
<1403851.5559902869 9901187.171242263>
<1401658.8888699661 9909941.427740809>
<1399437.3720722795 9918681.106434751>
<1397187.1244834494 9927405.957287645>
<1394908.2677685516 9936115.731572159>
<1392600.926350882 9944810.181908652>
<1390265.2273907443 9953489.062303305>
<1387901.30076367 9962152.12818581>
<1385509.2790380837 9970799.136446616>
<1383089.297452423 9979429.845473703>
<1380641.4938917228 9988044.015188908>
<1378166.008863678 9996641.407083772>
<1375662.9854741935 1.0005221784254916E7>
<1373132.5694024325 1.0013784911438935E7>
<1370574.908875375 1.0022330555046808E7>
<1367990.1546418949 1.0030858483197827E7>
<1365378.4599463681 1.0039368465753013E7>
<1362739.9805018222 1.0047860274348052E7>
<1360074.8744626364 1.005633368242572E7>
<1357383.3023968046 1.0064788465267804E7>
<1354665.427257768 1.0073224400026506E7>
<1351921.4143558329 1.0081641265755353E7>
<1349151.4313291756 1.0090038843439566E7>
<1346355.6481144542 1.0098416916025927E7>
<1343534.2369170277 1.010677526845212E7>
<1340687.3721807983 1.0115113687675534E7>
<1337815.2305576832 1.0123431962701568E7>
<1334917.9908767263 1.0131729884611372E7>
<1331995.8341128598 1.0140007246589076E7>
<1329048.9433553223 1.0148263843948485E7>
<1326077.5037757466 1.0156499474159226E7>
<1323081.7025959208 1.0164713936872367E7>
<1320061.7290552363 1.0172907033945492E7>
<1317017.7743778285 1.0181078569467233E7>
<1313950.031739419 1.018922834978127E7>
<1310858.69623387 1.019735618350976E7>
<1307743.9648394547 1.0205461881576251E7>
<1304606.0363848577 1.0213545257228032E7>
<1301445.1115149076 1.0221606126057928E7>
<1298261.392656054 1.0229644306025567E7>
<1295055.0839815957 1.0237659617478065E7>
<1291826.3913766658 1.0245651883170193E7>
<1288575.5224029848 1.0253620928283961E7>
<1285302.6862633864 1.0261566580447664E7>
<1282008.0937661254 1.0269488669754367E7>
<1278691.9572889735 1.0277387028779836E7>
<1275354.4907431116 1.0285261492599906E7>
<1271995.9095368255 1.0293111898807298E7>
<1268616.4305390117 1.030093808752787E7>
<1265216.2720425008 1.0308739901436305E7>
<1261795.6537272057 1.0316517185771251E7>
<1258354.796623102 1.0324269788349885E7>
<1254893.923073045 1.0331997559581913E7>
<1251413.256695435 1.0339700352483016E7>
<1247913.022346732 1.034737802268772E7>
<1244393.4460838323 1.0355030428461706E7>
<1240854.7551263089 1.0362657430713547E7>
<1237297.1778185253 1.0370258893005881E7>
<1233720.9435916299 1.037783468156601E7>
<1230126.2829254349 1.0385384665295927E7>
<1226513.4273101897 1.0392908715781776E7>
<1222882.6092082532 1.0400406707302734E7>
<1219234.0620156734 1.0407878516839322E7>
<1215568.020023679 1.0415324024081131E7>
<1211884.7183800929 1.0422743111433987E7>
<1208184.3930506718 1.0430135664026516E7>
<1204467.2807803794 1.043750156971615E7>
<1200733.619054601 1.0444840719094543E7>
<1196983.6460603054 1.0452153005492395E7>
<1193217.6006471615 1.0459438324983712E7>
<1189435.7222886174 1.0466696576389462E7>
<1185638.2510429479 1.0473927661280653E7>
<1181825.4275142779 1.0481131483980825E7>
<1177997.4928135897 1.048830795156795E7>
<1174154.6885197216 1.0495456973875733E7>
<1170297.256640363 1.0502578463494336E7>
<1166425.4395730577 1.0509672335770493E7>
<1162539.480066219 1.0516738508807037E7>
<1158639.6211801665 1.0523776903461834E7>
<1154726.106248192 1.053078744334611E7>
<1150799.1788376628 1.0537770054822177E7>
<1146859.0827111693 1.0544724667000577E7>
<1142906.061787727 1.0551651211736597E7>
<1138940.36010404 1.0558549623626199E7>
<1134962.2217758338 1.0565419840001334E7>
<1130971.8909592682 1.057226180092466E7>
<1126969.6118124372 1.0579075449183647E7>
<1122955.6284569656 1.0585860730284069E7>
<1118930.1849397102 1.0592617592442894E7>
<1114893.5251945779 1.0599345986580564E7>
<1110845.8930044654 1.0606045866312651E7>
<1106787.5319633342 1.0612717187940922E7>
<1102718.6854384285 1.0619359910443772E7>
<1098639.5965326456 1.062597399546605E7>
<1094550.5080470701 1.0632559407308275E7>
<1090451.662443681 1.0639116112915235E7>
<1086343.3018082415 1.064564408186397E7>
<1082225.6678133854 1.065214328635114E7>
<1078099.001681904 1.0658613701179786E7>
<1073963.5441502526 1.0665055303745463E7>
<1069819.53543228 1.0671468074021777E7>
<1065667.2151831973 1.067785199454529E7>
<1061506.822463795 1.068420705039983E7>
<1057338.59570492 1.0690533229200179E7>
<1053162.7726722234 1.0696830521075152E7>
<1048979.5904311945 1.0703098918650072E7>
<1044789.2853124868 1.0709338417028634E7>
<1040592.092877553 1.0715549013774166E7>
<1036388.2478845989 1.0721730708890283E7>
<1032177.9842548697 1.072788350480095E7>
<1027961.5350392797 1.0734007406329932E7>
<1023739.1323853985 1.0740102420679666E7>
<1019511.0075048073 1.0746168557409529E7>
<1015277.3906408369 1.0752205828413522E7>
<1011038.5110367001 1.0758214247897374E7>
<1006794.5969040329 1.0764193832355054E7>
<1002545.875391856 1.077014460054472E7>
<998292.5725559705 1.0776066573464097E7>
<994034.9133288016 1.0781959774325274E7>
<989773.1214897013 1.0787824228528958E7>
<985507.4196357264 1.0793659963638166E7>
<981238.0291529029 1.0799467009351373E7>
<976965.1701879915 1.080524539747511E7>
<972689.0616207664 1.0810995161896043E7>
<968409.9210368225 1.0816716338552505E7>
<964127.964700922 1.0822408965405528E7>
<959843.4075308965 1.0828073082409352E7>
<955556.4630721156 1.0833708731481439E7>
<951267.343472537 1.0839315956471985E7>
<946976.2594583505 1.084489480313296E7>
<942683.4203102285 1.0850445319086665E7>
<938389.0338401977 1.0855967553793825E7>
<934093.3063691441 1.0861461558521241E7>
<929796.4427049628 1.0866927386308981E7>
<925498.6461213684 1.0872365091937164E7>
<921200.1183373752 1.0877774731892304E7>
<916901.0594974625 1.0883156364333266E7>
<912601.6681524344 1.088851004905682E7>
<908302.1412409896 1.0893835847462818E7>
<904002.6740720083 1.0899133822519006E7>
<899703.4603075734 1.090440403872549E7>
<895404.6919467314 1.0909646562078856E7>
<891106.5593100091 1.0914861460035982E7>
<886809.2510246934 1.092004880147753E7>
<882512.954010886 1.092520865667116E7>
<878217.853468344 1.0930341097234473E7>
<873924.1328641128 1.0935446196097683E7>
<869631.9739209657 1.094052402746607E7>
<865341.5566066537 1.0945574666782195E7>
<861053.0591239792 1.0950598190687925E7>
<856766.6579016974 1.095559467698627E7>
<852482.5275862567 1.0960564204603048E7>
<848200.8410343827 1.0965506853548417E7>
<843921.7693065141 1.0970422704878269E7>
<839645.4816610964 1.097531184065552E7>
<835372.1455497398 1.0980174343911324E7>
<831101.9266132447 1.0985010298606202E7>
<826834.9886785022 1.0989819789591148E7>
<822571.4937562719 1.0994602902568696E7>
<818311.6020398416 1.0999359724053992E7>
<814055.4719045709 1.1004090341335882E7>
<809803.2599083226 1.100879484243805E7>
<805555.1207927825 1.1013473316080207E7>
<801311.2074856696 1.1018125851639383E7>
<797071.6711038371 1.1022752539111305E7>
<792836.6609572631 1.1027353469071938E7>
<788606.3245539328 1.1031928732639147E7>
<784380.8076056074 1.1036478421434563E7>
<780160.2540344812 1.1041002627545638E7>
<775944.8059807209 1.1045501443487924E7>
<771734.6038108858 1.1049974962167602E7>
<767529.7861272241 1.105442327684428E7>
<763330.48977784 1.1058846481094088E7>
<759136.8498677269 1.1063244668773083E7>
<754948.9997706594 1.1067617933981001E7>
<750767.0711419377 1.1071966371025372E7>
<746591.1939319771 1.1076290074386016E7>
<742421.4964007325 1.1080589138679951E7>
<738258.1051329508 1.1084863658626737E7>
<734101.1450542395 1.1089113729014268E7>
<729950.7394479425 1.1093339444665045E7>
<725807.0099728096 1.1097540900402946E7>
<721670.0766814505 1.1101718191020522E7>
<717540.0580395575 1.1105871411246825E7>
<713417.0709458862 1.1110000655715812E7>
<709301.2307529772 1.1114106018935325E7>
<705192.6512886072 1.111818759525668E7>
<701091.4448779508 1.1122245478844885E7>
<696997.7223664396 1.1126279763649492E7>
<692911.5931432992 1.1130290543376127E7>
<688833.1651657484 1.1134277911458697E7>
<684762.5449838426 1.1138241961032297E7>
<680699.8377659413 1.114218278490684E7>
<676645.1473247813 1.1146100475541428E7>
<672598.5761441361 1.1149995125019467E7>
<668560.2254060406 1.115386682502456E7>
<664530.1950185591 1.1157715666817188E7>
<660508.5836440783 1.116154174121218E7>
<656495.4887280993 1.1165345138557011E7>
<652491.0065285088 1.1169125948710922E7>
<648495.2321453069 1.1172884261024885E7>
<644508.2595507653 1.1176620164322415E7>
<640530.1816199959 1.118033374688126E7>
<636561.0901619033 1.1184025096415952E7>
<632601.0759504972 1.1187694300061265E7>
<628650.2287565406 1.119134144435655E7>
<624708.637379508 1.119496661523098E7>
<620776.3896798289 1.1198569897989713E7>
<616853.5726113904 1.1202151377300974E7>
<612940.272254274 1.1205711137184054E7>
<609036.5738476997 1.1209249260998247E7>
<605142.5618231518 1.1212765831432728E7>
<601258.3198376601 1.1216260930497354E7>
<597383.9308072103 1.1219734639514426E7>
<593519.4769402572 1.1223187039111383E7>
<589665.0397713139 1.122661820921445E7>
<585820.7001945904 1.123002822904323E7>
<581986.5384976566 1.1233417177106235E7>
<578162.6343951016 1.1236785131197376E7>
<574349.0670621638 1.1240132168393385E7>
<570545.9151683063 1.1243458365052182E7>
<566753.2569107097 1.124676379681218E7>
<562971.1700476584 1.125004853859252E7>
<559199.7319317941 1.1253312664594227E7>
<555439.0195432105 1.1256556248302313E7>
<551689.1095223646 1.1259779362488754E7>
<547950.0782027792 1.1262982079216411E7>
<544222.0016435132 1.1266164469843833E7>
<540504.9556613736 1.1269326605030946E7>
<536799.0158628469 1.127246855474564E7>
<533104.2576757254 1.1275590388271207E7>
<529420.756380406 1.1278692174214646E7>
<525748.5871408378 1.128177398051582E7>
<522087.8250350977 1.1284835874457441E7>
<518438.5450855704 1.1287877922675878E7>
<514800.82228871324 1.1290900191172773E7>
<511174.73164438404 1.1293902745327456E7>
<507560.34818471194 1.1296885649910135E7>
<503957.7470024918 1.1299848969095847E7>
<500367.0032790823 1.1302792766479162E7>
<496788.19231179036 1.130571710508962E7>
<493221.3895407224 1.1308622047407875E7>
<489666.6705750863 1.1311507655382546E7>
<486124.11121892673 1.1314373990447737E7>
<482593.78749627766 1.1317221113541234E7>
<479075.7756757167 1.1320049085123327E7>
<475570.1522943066 1.1322857965196265E7>
<472076.9941809092 1.1325647813324327E7>
<468596.37847885856 1.1328418688654453E7>
<465128.38266798074 1.1331170649937466E7>
<461673.0845859472 1.1333903755549824E7>
<458230.5624489511 1.13366180635159E7>
<454800.89487169526 1.1339313631530775E7>
<451384.1608866812 1.13419905169835E7>
<447980.43996279076 1.134464877698084E7>
<444589.8120231506 1.1347288468371442E7>
<441212.35746227176 1.1349909647770436E7>
<437848.15716245654 1.1352512371584436E7>
<434497.2925094667 1.1355096696036905E7>
<431159.8454074457 1.13576626771939E7>
<427835.89829309017 1.1360210370990137E7>
<424525.534149066 1.1362739833255373E7>
<421228.83651666436 1.1365251119741093E7>
<417945.889507694 1.1367744286147453E7>
<414676.7778156079 1.1370219388150483E7>
<411421.58672586095 1.1372676481429525E7>
<408180.40212549735 1.1375115621694868E7>
<404953.31051196705 1.1377536864715585E7>
<401740.3990011701 1.137994026634753E7>
<398541.75533472956 1.138232588256148E7>
<395357.4678864934 1.1384693769471422E7>
<392187.6256682668 1.1387043983362915E7>
<389032.31833477627 1.1389376580721574E7>
<385891.6361878684 1.1391691618261602E7>
<382765.6701799458 1.1393989152954375E7>
<379654.5119166434 1.1396269242057057E7>
<376558.2536587493 1.1398531943141226E7>
<373476.98832337384 1.1400777314121487E7>
<370410.8094843728 1.140300541328407E7>
<367359.81137202814 1.1405216299315378E7>
<364324.0888719937 1.1407410031330466E7>
<361303.73752351035 1.1409586668901453E7>
<358298.8535168981 1.1411746272085834E7>
<355309.5336903313 1.1413888901454678E7>
<352335.87552590395 1.14160146181207E7>
<349377.97714499355 1.1418123483766187E7>
<346435.9373029296 1.1420215560670765E7>
<343509.8553829766 1.1422290911738994E7>
<340599.8313896387 1.1424349600527765E7>
<337705.9659412953 1.1426391691273509E7>
<334828.36026217614 1.1428417248919163E7>
<331967.1161736852 1.1430426339140935E7>
<329122.3360850829 1.1432419028374799E7>
<326294.1229835361 1.143439538384275E7>
<323482.5804235453 1.1436355473578773E7>
<320687.8125157601 1.1438299366454553E7>
<317909.92391519115 1.1440227132204862E7>
<315149.0198088315 1.1442138841452671E7>
<312405.205902695 1.1444034565733923E7>
<309678.58840828435 1.1445914377521995E7>
<306969.27402849833 1.1447778350251822E7>
<304277.36994298955 1.1449626558343664E7>
<301602.9837929831 1.1451459077226529E7>
<298946.2236655672 1.1453275983361235E7>
<296307.1980774666 1.1455077354263084E7>
<293686.0159583102 1.1456863268524172E7>
<291082.78663340345 1.1458633805835297E7>
<288497.61980601633 1.146038904700748E7>
<285930.62553919863 1.1462129073993078E7>
<283381.9142371332 1.146385396990648E7>
<280851.5966260381 1.1465563819044404E7>
<278339.7837346286 1.1467258706905752E7>
<275846.5868741507 1.146893872021105E7>
<273372.1176179958 1.1470603946921436E7>
<270916.48778090894 1.147225447625723E7>
<268479.8093977999 1.1473890398716038E7>
<266062.1947021693 1.1475511806090422E7>
<263663.75610415917 1.1477118791485107E7>
<261284.60616823996 1.1478711449333727E7>
<258924.85759054276 1.148028987541512E7>
<256584.623175849 1.1481854166869147E7>
<254264.01581424658 1.1483404422212036E7>
<251963.14845746354 1.1484940741351277E7>
<249682.13409488878 1.1486463225600006E7>
<247421.08572929047 1.1487971977690946E7>
<245180.11635224143 1.1489467101789838E7>
<242959.33891926188 1.1490948703508403E7>
<240758.86632468874 1.1492416889916819E7>
<238578.81137628143 1.1493871769555701E7>
<236419.28676957337 1.1495313452447597E7>
<234280.40506197853 1.1496742050107991E7>
<232162.27864666234 1.1498157675555816E7>
<230065.01972618594 1.1499560443323465E7>
<227988.7402859327 1.1500950469466314E7>
<225933.55206732568 1.150232787157174E7>
<223899.56654084518 1.1503692768767655E7>
<221886.89487885433 1.150504528173052E7>
<219895.64792824167 1.1506385532692876E7>
<217925.93618288852 1.150771364545037E7>
<215977.8697559699 1.1509029745368281E7>
<214051.55835209668 1.1510333959387533E7>
