<5.7900e+10 0.0000e+00>
<-1.5651636043995388E10 -5.645910071140196E10>
<-1.4508478299079227E10 -5.6765154235593346E10>
<-1.3359339615200478E10 -5.7047807959169846E10>
<-1.2204694021011795E10 -5.730694685605508E10>
<-1.1045017690143238E10 -5.7542465302838936E10>
<-9.880788762890347E9 -5.775426711630379E10>
<-8.712487167338509E9 -5.7942265587903984E10>
<-7.5405944399616165E9 -5.8106383515193886E10>
<-6.365593545732929E9 -5.824655323019927E10>
<-5.187968697785955E9 -5.836271662472706E10>
<-4.00820517666317E9 -5.845482517260793E10>
<-2.8267891491903253E9 -5.852283994886634E10>
<-1.6442074870141983E9 -5.856673164581221E10>
<-4.6094758484165597E8 -5.858648058604848E10>
<7.225028215819557E8 -5.858207673238836E10>
<1.9056558377169452E9 -5.855351969467616E10>
<3.088023592657598E9 -5.850081873350522E10>
<4.26911842170613E9 -5.842399276082638E10>
<5.448453049053449E9 -5.832307033744029E10>
<6.625540770527611E9 -5.8198089667366684E10>
<7.799895636370525E9 -5.80490985890835E10>
<8.971032634003078E9 -5.787615456362888E10>
<1.0138467870738451E10 -5.76793246595586E10>
<1.1301718756402973E10 -5.745868553475176E10>
<1.246030418582335E10 -5.721432341505721E10>
<1.3613744721138617E10 -5.694633406977327E10>
<1.4761562773894602E10 -5.665482278395322E10>
<1.590328278687815E10 -5.633990432752911E10>
<1.7038431415647678E10 -5.600170292124638E10>
<1.816653770971604E10 -5.5640352199401764E10>
<1.9287133293341026E10 -5.525599516937722E10>
<2.0399752545878048E10 -5.4848784167962654E10>
<2.1503932781648903E10 -5.4418880814460175E10>
<2.2599214429279736E10 -5.39664559605631E10>
<2.368514121046049E10 -5.349168963700293E10>
<2.4761260318077423E10 -5.299477099695773E10>
<2.5827122593669327E10 -5.247589825621597E10>
<2.6882282704157364E10 -5.1935278630089676E10>
<2.7926299317797413E10 -5.137312826707163E10>
<2.895873527930309E10 -5.0789672179231514E10>
<2.997915778408657E10 -5.01851441693463E10>
<3.0987138551563503E10 -4.955978675476095E10>
<3.1982253997467323E10 -4.891385108797577E10>
<3.296408540511737E10 -4.824759687395757E10>
<3.393221909558422E10 -4.756129228417231E10>
<3.488624659669471E10 -4.685521386733773E10>
<3.582576481081814E10 -4.612964645689514E10>
<3.6750376181374214E10 -4.538488307520037E10>
<3.765968885800225E10 -4.4621224834434814E10>
<3.855331686033026E10 -4.383898083423836E10>
<3.943088024028151E10 -4.3038468056066986E10>
<4.029200524285528E10 -4.222001125427891E10>
<4.113632446531744E10 -4.138394284395416E10>
