<2.2790e+11 0.0000e+00>
<7.25868004244154E10 2.1535832714199182E11>
<7.201349970580913E10 2.1554907277086395E11>
<7.143969025043394E10 2.1573829566071494E11>
<7.086537610162921E10 2.1592599444348096E11>
<7.02905613064719E10 2.1611216776182794E11>
<6.971524991574818E10 2.1629681426916193E11>
<6.913944598392502E10 2.1647993262963968E11>
<6.8563153569121574E10 2.1666152151817896E11>
<6.798637673308074E10 2.1684157962046884E11>
<6.740911954114058E10 2.1702010563297992E11>
<6.683138606220571E10 2.171970982629745E11>
<6.625318036871871E10 2.1737255622851654E11>
<6.567450653663146E10 2.1754647825848187E11>
<6.509536864537647E10 2.1771886309256793E11>
<6.451577077783815E10 2.1788970948130362E11>
<6.3935717020324104E10 2.180590161860591E11>
<6.335521146253633E10 2.1822678197905554E11>
<6.2774258197542465E10 2.183930056433746E11>
<6.219286132174691E10 2.185576859729681E11>
<6.1611024934862015E10 2.187208217726674E11>
<6.102875313987919E10 2.1888241185819278E11>
<6.044605004303997E10 2.1904245505616278E11>
<5.986291975380712E10 2.1920095020410345E11>
<5.927936638483563E10 2.1935789615045746E11>
<5.869539405194374E10 2.1951329175459314E11>
<5.8111006874083916E10 2.1966713588681357E11>
<5.75262089733138E10 2.1981942742836545E11>
<5.6941004474767136E10 2.1997016527144797E11>
<5.635539750662468E10 2.2011934831922153E11>
<5.5769392200085045E10 2.2026697548581647E11>
<5.518299268933557E10 2.204130456963417E11>
<5.459620311152313E10 2.2055755788689322E11>
<5.400902760672493E10 2.2070051100456253E11>
<5.342147031791926E10 2.2084190400744504E11>
<5.283353539095625E10 2.2098173586464844E11>
<5.224522697452861E10 2.211200055563008E11>
<5.1656549220142265E10 2.2125671207355887E11>
<5.106750628208707E10 2.2139185441861594E11>
<5.047810231740742E10 2.2152543160471005E11>
<4.988834148587289E10 2.2165744265613177E11>
<4.9298227949948814E10 2.217878866082321E11>
<4.870776587476687E10 2.2191676250743008E11>
<4.811695942809559E10 2.2204406941122073E11>
<4.752581278031092E10 2.2216980638818243E11>
<4.693433010436671E10 2.222939725179845E11>
<4.634251557576515E10 2.2241656689139465E11>
<4.575037337252728E10 2.2253758861028638E11>
<4.5157907675163376E10 2.2265703678764615E11>
<4.456512266664337E10 2.2277491054758075E11>
<4.397202253236724E10 2.228912090253243E11>
<4.337861146013535E10 2.2300593136724536E11>
<4.278489364011883E10 2.231190767308538E11>
<4.219087326482983E10 2.2323064428480783E11>
<4.159655452909187E10 2.2334063320892072E11>
<4.100194163001012E10 2.234490426941675E11>
<4.040703876694159E10 2.2355587194269177E11>
<3.981185014146543E10 2.2366112016781204E11>
<3.921637995735311E10 2.237647865940284E11>
<3.862063242053861E10 2.238668704570289E11>
<3.802461173908861E10 2.2396737100369577E11>
<3.742832212317261E10 2.2406628749211182E11>
<3.683176778503309E10 2.2416361919156653E11>
<3.623495293895561E10 2.2425936538256216E11>
<3.563788180123891E10 2.2435352535681976E11>
<3.5040558590164955E10 2.244460984172851E11>
<3.444298752596903E10 2.2453708387813452E11>
<3.3845172830809753E10 2.2462648106478073E11>
<3.3247118728739082E10 2.2471428931387845E11>
<3.2648829445672333E10 2.2480050797333005E11>
<3.2050309209358143E10 2.2488513640229108E11>
<3.145156224934845E10 2.2496817397117572E11>
<3.0852592796968422E10 2.2504962006166217E11>
<3.0253405085286392E10 2.2512947406669788E11>
<2.9654003349083763E10 2.252077353905048E11>
<2.9054391824824905E10 2.252844034485845E11>
<2.8454574750627033E10 2.2535947766772327E11>
<2.7854556366230057E10 2.2543295748599695E11>
<2.725434091296643E10 2.2550484235277594E11>
<2.6653932633730984E10 2.2557513172872995E11>
<2.6053335772950718E10 2.2564382508583273E11>
<2.545255457655462E10 2.2571092190736673E11>
<2.4851593291943428E10 2.257764216879276E11>
<2.42504561679594E10 2.258403239334288E11>
<2.3649147454856064E10 2.2590262816110583E11>
<2.3047671404267952E10 2.2596333389952063E11>
<2.244603226918032E10 2.2602244068856586E11>
<2.1844234303898853E10 2.2607994807946896E11>
<2.1242281764019356E10 2.261358556347963E11>
<2.064017890639743E10 2.261901629284571E11>
<2.003792998911814E10 2.2624286954570737E11>
<1.9435539271465668E10 2.262939750831538E11>
<1.883301101389293E10 2.2634347914875742E11>
<1.8230349477991226E10 2.2639138136183725E11>
<1.7627558926459835E10 2.2643768135307397E11>
<1.7024643623075619E10 2.2648237876451337E11>
<1.6421607832662605E10 2.265254732495697E11>
<1.5818455821061563E10 2.2656696447302917E11>
<1.5215191855099566E10 2.2660685211105304E11>
<1.4611820202559536E10 2.266451358511809E11>
<1.4008345132149794E10 2.266818153923337E11>
<1.3404770913473574E10 2.2671689044481677E11>
<1.2801101816998549E10 2.2675036073032275E11>
<1.2197342114026329E10 2.2678222598193445E11>
<1.1593496076661964E10 2.268124859441276E11>
<1.0989567977783424E10 2.2684114037277347E11>
<1.038556209101107E10 2.2686818903514157E11>
<9.781482690677126E9 2.268936317099021E11>
<9.17733405179513E9 2.269174681871284E11>
<8.573120450029378E9 2.269396982682992E11>
<7.968846161664362E9 2.2696032176630112E11>
<7.364515463574198E9 2.269793385054306E11>
<6.760132633192041E9 2.2699674832139615E11>
<6.1557019484795E9 2.2701255106132028E11>
<5.551227687896032E9 2.2702674658374155E11>
<4.946714130368343E9 2.270393347586163E11>
<4.34216555525977E9 2.2705031546732047E11>
<3.737586242339658E9 2.270596886026513E11>
<3.132980471752731E9 2.2706745406882895E11>
<2.5283525239884567E9 2.270736117814979E11>
<1.9237066798504016E9 2.2707816166772858E11>
