<1.0820e+11 0.0000e+00>
<-3.216555302385336E10 -1.0360555358898653E11>
<-3.1331609248089825E10 -1.0386265728921492E11>
<-3.0495630819325397E10 -1.041130163134966E11>
<-2.9657672120048805E10 -1.0435661473392233E11>
<-2.8817787654674236E10 -1.045934370583693E11>
<-2.7976032046093273E10 -1.0482346823139018E11>
<-2.7132460032221066E10 -1.0504669363507579E11>
<-2.6287126462536926E10 -1.0526309908989091E11>
<-2.5440086294619564E10 -1.0547267085548373E11>
<-2.4591394590677128E10 -1.0567539563146857E11>
<-2.3741106514072266E10 -1.0587126055818187E11>
<-2.288927732584239E10 -1.0606025321741168E11>
<-2.2035962381215313E10 -1.0624236163310031E11>
<-2.1181217126120514E10 -1.0641757427202031E11>
<-2.032509709369614E10 -1.0658588004442375E11>
<-1.9467657900791996E10 -1.0674726830466473E11>
<-1.860895524446869E10 -1.0690172885179514E11>
<-1.7749044898493134E10 -1.0704925193013359E11>
<-1.6887982709830593E10 -1.0718982822980772E11>
<-1.6025824595133451E10 -1.0732344888726949E11>
<-1.5162626537226915E10 -1.0745010548578381E11>
<-1.429844458159183E10 -1.0756979005589035E11>
<-1.3433334832844793E10 -1.0768249507583846E11>
<-1.2567353451215784E10 -1.0778821347199529E11>
<-1.170055664902345E10 -1.078869386192271E11>
<-1.0833000687148296E10 -1.0797866434125371E11>
<-9.964741871503923E9 -1.0806338491097607E11>
<-9.095836549506527E9 -1.0814109505077708E11>
<-8.226341106542845E9 -1.0821178993279544E11>
<-7.356311962436732E9 -1.0827546517917276E11>
<-6.485805567914563E9 -1.0833211686227376E11>
<-5.614878401069644E9 -1.0838174150487964E11>
<-4.743586963825829E9 -1.0842433608035464E11>
<-3.8719877784005237E9 -1.0845989801278574E11>
<-3.000137383767269E9 -1.0848842517709547E11>
<-2.1280923321180878E9 -1.0850991589912805E11>
<-1.255909185325788E9 -1.0852436895570853E11>
<-3.8364451140640867E8 -1.0853178357467526E11>
<4.88645119018005E8 -1.0853215943488551E11>
<1.3609031362561102E9 -1.0852549666619427E11>
<2.233072975083268E9 -1.0851179584940636E11>
<3.105098078276657E9 -1.0849105801620164E11>
<3.976921900149304E9 -1.0846328464903366E11>
